30   0,01   2,73646288093669E-07   38
30   0,011   2,73192266740141E-07   38
30   0,012   2,72843965567069E-07   38
30   0,013   2,72593469189445E-07   38
30   0,014   2,724278415366E-07   38
30   0,015   2,72331837797605E-07   38
30   0,016   2,72289978972462E-07   38
30   0,017   2,72287934038587E-07   38
30   0,018   2,7231327863756E-07   38
30   0,019   2,72355766666198E-07   38
30   0,02   2,72407270332109E-07   38
30   0,021   2,72461530192816E-07   38
30   0,022   2,72513825376273E-07   38
30   0,023   2,7256063843245E-07   38
30   0,024   2,72599357325417E-07   38
30   0,025   2,72628032804022E-07   38
30   0,026   2,72645193438682E-07   38
30   0,027   2,72649711780899E-07   38
30   0,028   2,72640711462162E-07   38
30   0,029   2,72617504677448E-07   38
30   0,03   2,72579550846577E-07   38
30   0,031   2,72526429243519E-07   38
30   0,032   2,72457820391471E-07   38
30   0,033   2,72373492726337E-07   38
30   0,034   2,72273292331727E-07   38
30   0,035   2,72157134460731E-07   38
30   0,036   2,72024996152939E-07   38
30   0,037   2,71876909611788E-07   38
30   0,038   2,71712956202597E-07   38
30   0,039   2,7153326102481E-07   38
30   0,04   2,71337988046349E-07   38
30   0,041   2,711273357917E-07   38
30   0,042   2,70901533566214E-07   38
30   0,043   2,7066083818689E-07   38
30   0,044   2,70405531179396E-07   38
30   0,045   2,70135916394166E-07   38
30   0,046   2,69852317991273E-07   38
30   0,047   2,69555078743733E-07   38
30   0,048   2,69244558611229E-07   38
30   0,049   2,6892113354016E-07   38
40   0,001   1,94861750061153E-07   38
40   0,002   1,94695494184495E-07   38
40   0,003   1,94311236028879E-07   38
40   0,004   1,93763928981897E-07   38
40   0,005   1,93116459556245E-07   38
40   0,006   1,92436169943006E-07   38
40   0,007   1,91782112040748E-07   38
40   0,008   1,91197789271314E-07   38
40   0,009   1,90708925786261E-07   38
40   0,01   1,90324865834465E-07   38
40   0,011   1,90042140738176E-07   38
40   0,012   1,8984885631568E-07   38
40   0,013   1,89728855875664E-07   38
40   0,014   1,89665022126773E-07   38
40   0,015   1,89641479914759E-07   38
40   0,016   1,89644763211824E-07   38
40   0,017   1,8966417978129E-07   38
40   0,018   1,89691657833121E-07   38
40   0,019   1,89721328969666E-07   38
40   0,02   1,89749033286767E-07   38
40   0,021   1,89771858649065E-07   38
40   0,022   1,8978776575697E-07   38
40   0,023   1,89795310129757E-07   38
40   0,024   1,8979345008981E-07   38
40   0,025   1,89781421297248E-07   38
40   0,026   1,89758657968017E-07   38
40   0,027   1,89724744329638E-07   38
40   0,028   1,89679384354269E-07   38
40   0,029   1,89622381897406E-07   38
40   0,03   1,89553626503642E-07   38
40   0,031   1,89473082271366E-07   38
40   0,032   1,89380778477206E-07   38
40   0,033   1,89276801386494E-07   38
40   0,034   1,89161287030719E-07   38
40   0,035   1,89034414875866E-07   38
40   0,036   1,88896402341566E-07   38
40   0,037   1,88747500122479E-07   38
40   0,038   1,88587988243435E-07   38
40   0,039   1,88418172763267E-07   38
40   0,04   1,88238383033811E-07   38
40   0,041   1,88048969420173E-07   38
40   0,042   1,8785030139388E-07   38
40   0,043   1,87642765919698E-07   38
40   0,044   1,87426766067755E-07   38
40   0,045   1,87202719793615E-07   38
40   0,046   1,86971058839226E-07   38
40   0,047   1,86732227716821E-07   38
40   0,048   1,86486682745648E-07   38
40   0,049   1,86234891117825E-07   38
50   0,001   1,4387229495726E-07   38
50   0,002   1,43670348927735E-07   38
50   0,003   1,43299674372237E-07   38
50   0,004   1,428097865448E-07   38
50   0,005   1,42264470307891E-07   38
50   0,006   1,41725460016068E-07   38
50   0,007   1,41240632098168E-07   38
50   0,008   1,40839177169096E-07   38
50   0,009   1,40532174240694E-07   38
50   0,01   1,40316487988694E-07   38
50   0,011   1,40179968147255E-07   38
50   0,012   1,40106376256761E-07   38
50   0,013   1,40079125282206E-07   38
50   0,014   1,40083555506231E-07   38
50   0,015   1,40107919858388E-07   38
50   0,016   1,40143465136072E-07   38
50   0,017   1,40184016393583E-07   38
50   0,018   1,40225383128683E-07   38
50   0,019   1,40264784463765E-07   38
50   0,02   1,40300384727557E-07   38
50   0,021   1,40330959758706E-07   38
50   0,022   1,40355677116452E-07   38
50   0,023   1,40373960610753E-07   38
50   0,024   1,40385410478688E-07   38
50   0,025   1,40389757034367E-07   38
50   0,026   1,40386832923751E-07   38
50   0,027   1,40376555083035E-07   38
50   0,028   1,40358911603386E-07   38
50   0,029   1,40333951184536E-07   38
50   0,03   1,40301774186718E-07   38
50   0,031   1,4026252490831E-07   38
50   0,032   1,40216384950794E-07   38
50   0,033   1,40163567588315E-07   38
50   0,034   1,40104313049317E-07   38
50   0,035   1,40038884596061E-07   38
50   0,036   1,39967565274856E-07   38
50   0,037   1,39890655209489E-07   38
50   0,038   1,39808469319961E-07   38
50   0,039   1,39721335364087E-07   38
50   0,04   1,39629592217266E-07   38
50   0,041   1,39533588322932E-07   38
50   0,042   1,39433680261865E-07   38
50   0,043   1,393302314016E-07   38
50   0,044   1,39223610597983E-07   38
50   0,045   1,39114190929337E-07   38
50   0,046   1,39002348450268E-07   38
50   0,047   1,38888460957217E-07   38
50   0,048   1,38772906761601E-07   38
50   0,049   1,38656063469336E-07   38
60   0,001   1,11514443566487E-07   38
60   0,002   1,11311980150606E-07   38
60   0,003   1,10978452623661E-07   38
60   0,004   1,10560441368372E-07   38
60   0,005   1,10119387588865E-07   38
60   0,006   1,09709065050982E-07   38
60   0,007   1,09365749517799E-07   38
60   0,008   1,09106217316735E-07   38
60   0,009   1,08930925393838E-07   38
60   0,01   1,08829612681664E-07   38
60   0,011   1,08787010709921E-07   38
60   0,012   1,08787247842176E-07   38
60   0,013   1,08816475090037E-07   38
60   0,014   1,08863917974519E-07   38
60   0,015   1,08921868292509E-07   38
60   0,016   1,08985144261186E-07   38
60   0,017   1,09050407536672E-07   38
60   0,018   1,09115553311095E-07   38
60   0,019   1,09179253676875E-07   38
60   0,02   1,09240654015914E-07   38
60   0,021   1,09299188253043E-07   38
60   0,022   1,09354473434009E-07   38
60   0,023   1,09406251542705E-07   38
60   0,024   1,09454356928468E-07   38
60   0,025   1,09498696604678E-07   38
60   0,026   1,09539236752276E-07   38
60   0,027   1,09575992324927E-07   38
60   0,028   1,09609018478049E-07   38
60   0,029   1,09638403348466E-07   38
60   0,03   1,09664261997601E-07   38
60   0,031   1,09686731395517E-07   38
60   0,032   1,09705966316036E-07   38
60   0,033   1,09722135998619E-07   38
60   0,034   1,09735421430425E-07   38
60   0,035   1,09746013112837E-07   38
60   0,036   1,09754109196028E-07   38
60   0,037   1,09759913887278E-07   38
60   0,038   1,09763636060347E-07   38
60   0,039   1,09765488012062E-07   38
60   0,04   1,09765684327662E-07   38
60   0,041   1,09764440828467E-07   38
60   0,042   1,09761973584418E-07   38
60   0,043   1,0975849798058E-07   38
60   0,044   1,09754227831297E-07   38
60   0,045   1,0974937453898E-07   38
60   0,046   1,09744146296574E-07   38
60   0,047   1,09738747334239E-07   38
60   0,048   1,09733377211611E-07   38
60   0,049   1,09728230157494E-07   38
70   0,001   9,07776166466139E-08   38
70   0,002   9,05805391623375E-08   38
70   0,003   9,0267067634472E-08   38
70   0,004   8,98911383376413E-08   38
70   0,005   8,95137603351161E-08   38
70   0,006   8,91828313570282E-08   38
70   0,007   8,89258378355077E-08   38
70   0,008   8,87506174116693E-08   38
70   0,009   8,86507455876513E-08   38
70   0,01   8,86122181122438E-08   38
70   0,011   8,86190818736027E-08   38
70   0,012   8,8656994862386E-08   38
70   0,013   8,87147713170184E-08   38
70   0,014   8,87845200524255E-08   38
70   0,015   8,88610684069471E-08   38
70   0,016   8,89411902369567E-08   38
70   0,017   8,90229212326971E-08   38
70   0,018   8,91050600021156E-08   38
70   0,019   8,91868487497254E-08   38
70   0,02   8,92677875158025E-08   38
70   0,021   8,93475331415278E-08   38
70   0,022   8,94258459507186E-08   38
70   0,023   8,9502560841385E-08   38
70   0,024   8,95775700094624E-08   38
70   0,025   8,96508111087833E-08   38
70   0,026   8,97222581803504E-08   38
70   0,027   8,9791914320684E-08   38
70   0,028   8,9859805699339E-08   38
70   0,029   8,99259767295038E-08   38
70   0,03   8,99904862280406E-08   38
70   0,031   9,00534043971806E-08   38
70   0,032   9,01148104619874E-08   38
70   0,033   9,01747908126582E-08   38
70   0,034   9,02334375244094E-08   38
70   0,035   9,02908471540385E-08   38
70   0,036   9,03471197369067E-08   38
70   0,037   9,04023579290284E-08   38
70   0,038   9,04566662554097E-08   38
70   0,039   9,05101504381493E-08   38
70   0,04   9,05629167867019E-08   38
70   0,041   9,06150716388993E-08   38
70   0,042   9,06667208455521E-08   38
70   0,043   9,07179692941913E-08   38
70   0,044   9,07689204693197E-08   38
70   0,045   9,08196760476271E-08   38
70   0,046   9,08703355272884E-08   38
70   0,047   9,09209958908316E-08   38
70   0,048   9,09717513011925E-08   38
70   0,049   9,10226928306403E-08   38
80   0,001   7,68978297107918E-08   38
80   0,002   7,66971266947473E-08   38
80   0,003   7,63836952562246E-08   38
80   0,004   7,60220224195867E-08   38
80   0,005   7,56745969500837E-08   38
80   0,006   7,53855322131168E-08   38
80   0,007   7,5175764816899E-08   38
80   0,008   7,50464689279309E-08   38
80   0,009   7,49863857395547E-08   38
80   0,01   7,49792492037716E-08   38
80   0,011   7,50091062854369E-08   38
80   0,012   7,50630254651253E-08   38
80   0,013   7,51317602930082E-08   38
80   0,014   7,52092690467365E-08   38
80   0,015   7,52918422984773E-08   38
80   0,016   7,53772770180756E-08   38
80   0,017   7,54642648438026E-08   38
80   0,018   7,55520023868994E-08   38
80   0,019   7,56399683367651E-08   38
80   0,02   7,57278052453091E-08   38
80   0,021   7,58152590335501E-08   38
80   0,022   7,59021472677176E-08   38
80   0,023   7,59883408002079E-08   38
80   0,024   7,60737515522951E-08   38
80   0,025   7,615832342111E-08   38
80   0,026   7,62420251538874E-08   38
80   0,027   7,63248447259886E-08   38
80   0,028   7,64067849632136E-08   38
80   0,029   7,64878601903703E-08   38
80   0,03   7,65680936980749E-08   38
80   0,031   7,66475158370545E-08   38
80   0,032   7,67261625773774E-08   38
80   0,033   7,68040744028248E-08   38
80   0,034   7,68812954423229E-08   38
80   0,035   7,69578727673935E-08   38
80   0,036   7,70338558059704E-08   38
80   0,037   7,71092958388349E-08   38
80   0,038   7,71842455562549E-08   38
80   0,039   7,72587586602302E-08   38
80   0,04   7,73328895029484E-08   38
80   0,041   7,74066927554866E-08   38
80   0,042   7,74802231029689E-08   38
80   0,043   7,75535349637547E-08   38
80   0,044   7,76266822311047E-08   38
80   0,045   7,76997180362454E-08   38
80   0,046   7,77726945320817E-08   38
80   0,047   7,78456626969661E-08   38
80   0,048   7,79186721580048E-08   38
80   0,049   7,79917710334348E-08   38
90   0,001   6,69475889717861E-08   38
90   0,002   6,67368908571766E-08   38
90   0,003   6,64157291295823E-08   38
90   0,004   6,60577521239225E-08   38
90   0,005   6,57271472501472E-08   38
90   0,006   6,54647941211882E-08   38
90   0,007   6,52859281260558E-08   38
90   0,008   6,518616251202E-08   38
90   0,009   6,51505298691561E-08   38
90   0,01   6,5161348626376E-08   38
90   0,011   6,52030395063428E-08   38
90   0,012   6,52639822839534E-08   38
90   0,013   6,53364463543097E-08   38
90   0,014   6,54156859428011E-08   38
90   0,015   6,54989261034654E-08   38
90   0,016   6,55845649724414E-08   38
90   0,017   6,56716534420393E-08   38
90   0,018   6,57595962581638E-08   38
90   0,019   6,58479949225441E-08   38
90   0,02   6,59365689739056E-08   38
90   0,021   6,60251160468668E-08   38
90   0,022   6,61134897086312E-08   38
90   0,023   6,62015853231849E-08   38
90   0,024   6,6289329905631E-08   38
90   0,025   6,63766744144796E-08   38
90   0,026   6,64635878458875E-08   38
90   0,027   6,6550052770359E-08   38
90   0,028   6,66360620220577E-08   38
90   0,029   6,67216162792975E-08   38
90   0,03   6,68067223081779E-08   38
90   0,031   6,68913916830511E-08   38
90   0,032   6,69756398406008E-08   38
90   0,033   6,70594853628835E-08   38
90   0,034   6,71429494158903E-08   38
90   0,035   6,72260552937812E-08   38
90   0,036   6,73088280357683E-08   38
90   0,037   6,73912940942557E-08   38
90   0,038   6,74734810405581E-08   38
90   0,039   6,75554172995292E-08   38
90   0,04   6,76371319076422E-08   38
90   0,041   6,77186542910454E-08   38
90   0,042   6,780001406138E-08   38
90   0,043   6,78812408278881E-08   38
90   0,044   6,79623640248131E-08   38
90   0,045   6,80434127533824E-08   38
90   0,046   6,81244156378349E-08   38
90   0,047   6,82054006950571E-08   38
90   0,048   6,82863952174608E-08   38
90   0,049   6,83674256687445E-08   38
100   0,001   5,94208479537939E-08   38
100   0,002   5,91992677944511E-08   38
100   0,003   5,88702699639378E-08   38
100   0,004   5,85150144199109E-08   38
100   0,005   5,81987464935846E-08   38
100   0,006   5,79588368680909E-08   38
100   0,007   5,78050537083952E-08   38
100   0,008   5,77281489650277E-08   38
100   0,009   5,77103236648809E-08   38
100   0,01   5,77331963250036E-08   38
100   0,011   5,77819202672813E-08   38
100   0,012   5,78461901844457E-08   38
100   0,013   5,79195668779919E-08   38
100   0,014   5,79982969746057E-08   38
100   0,015   5,80802617347941E-08   38
100   0,016   5,81642525503624E-08   38
100   0,017   5,8249544314877E-08   38
100   0,018   5,83356700458204E-08   38
100   0,019   5,84223093900838E-08   38
100   0,02   5,85092338831479E-08   38
100   0,021   5,85962780895897E-08   38
100   0,022   5,86833221907765E-08   38
100   0,023   5,87702800298504E-08   38
100   0,024   5,88570903120343E-08   38
100   0,025   5,8943710029564E-08   38
100   0,026   5,90301096095671E-08   38
100   0,027   5,91162694042117E-08   38
100   0,028   5,92021771950741E-08   38
100   0,029   5,92878264351449E-08   38
100   0,03   5,93732150088718E-08   38
100   0,031   5,94583443458512E-08   38
100   0,032   5,9543218771056E-08   38
100   0,033   5,96278450114587E-08   38
100   0,034   5,97122318059167E-08   38
100   0,035   5,97963895839923E-08   38
100   0,036   5,98803301919542E-08   38
100   0,037   5,99640666523506E-08   38
100   0,038   6,00476129487314E-08   38
100   0,039   6,0130983830291E-08   38
100   0,04   6,02141946331848E-08   38
100   0,041   6,02972611164695E-08   38
100   0,042   6,03801993113372E-08   38
100   0,043   6,04630253827632E-08   38
100   0,044   6,05457555029442E-08   38
100   0,045   6,06284057360807E-08   38
100   0,046   6,07109919341518E-08   38
100   0,047   6,07935296433818E-08   38
100   0,048   6,08760340211339E-08   38
100   0,049   6,09585197629753E-08   38
200   0,001   2,93763242655001E-08   38
200   0,002   2,9136656416117E-08   38
200   0,003   2,88597287110137E-08   38
200   0,004   2,86355011655433E-08   38
200   0,005   2,84971129801836E-08   38
200   0,006   2,8434988802234E-08   38
200   0,007   2,84237176703053E-08   38
200   0,008   2,84405513113818E-08   38
200   0,009   2,84711323860152E-08   38
200   0,01   2,8508078614098E-08   38
200   0,011   2,85480308835139E-08   38
200   0,012   2,85895221851909E-08   38
200   0,013   2,86318810302673E-08   38
200   0,014   2,86747644675641E-08   38
200   0,015   2,87179769021404E-08   38
200   0,016   2,87613985654408E-08   38
200   0,017   2,88049532752829E-08   38
200   0,018   2,88485912555844E-08   38
200   0,019   2,88922789996981E-08   38
200   0,02   2,89359931340321E-08   38
200   0,021   2,89797167498935E-08   38
200   0,022   2,90234372571392E-08   38
200   0,023   2,90671451452196E-08   38
200   0,024   2,91108332629782E-08   38
200   0,025   2,91544963821553E-08   38
200   0,026   2,91981309088001E-08   38
200   0,027   2,92417346676199E-08   38
200   0,028   2,92853067199356E-08   38
200   0,029   2,93288471960559E-08   38
200   0,03   2,93723571338801E-08   38
200   0,031   2,94158383213377E-08   38
200   0,032   2,9459293143172E-08   38
200   0,033   2,95027244338763E-08   38
200   0,034   2,95461353390328E-08   38
200   0,035   2,95895291872698E-08   38
200   0,036   2,96329093747683E-08   38
200   0,037   2,96762792638207E-08   38
200   0,038   2,971964209648E-08   38
200   0,039   2,97630009238372E-08   38
200   0,04   2,98063585509861E-08   38
200   0,041   2,98497174973145E-08   38
200   0,042   2,98930799713548E-08   38
200   0,043   2,99364478591305E-08   38
200   0,044   2,99798227246696E-08   38
200   0,045   3,00232058211867E-08   38
200   0,046   3,00665981113238E-08   38
200   0,047   3,01100002947948E-08   38
200   0,048   3,01534128417983E-08   38
200   0,049   3,01968360306148E-08   38
300   0,001   1,93757883946043E-08   38
300   0,002   1,91384273331497E-08   38
300   0,003   1,89117331891803E-08   38
300   0,004   1,87690356399251E-08   38
300   0,005   1,87080316031147E-08   38
300   0,006   1,86974777815844E-08   38
300   0,007   1,87108736509428E-08   38
300   0,008   1,87340376844135E-08   38
300   0,009   1,87610386535384E-08   38
300   0,01   1,87896807084768E-08   38
300   0,011   1,88191522043848E-08   38
300   0,012   1,8849119440133E-08   38
300   0,013   1,88794227180225E-08   38
300   0,014   1,89099749294214E-08   38
300   0,015   1,89407235164956E-08   38
300   0,016   1,89716336755372E-08   38
300   0,017   1,90026800605775E-08   38
300   0,018   1,90338425295621E-08   38
300   0,019   1,90651039880923E-08   38
300   0,02   1,90964493359161E-08   38
300   0,021   1,9127864976606E-08   38
300   0,022   1,91593385979405E-08   38
300   0,023   1,91908590686658E-08   38
300   0,024   1,92224163738306E-08   38
300   0,025   1,92540015524775E-08   38
300   0,026   1,92856066236234E-08   38
300   0,027   1,93172244979075E-08   38
300   0,028   1,93488488779016E-08   38
300   0,029   1,93804741524524E-08   38
300   0,03   1,94120952910122E-08   38
300   0,031   1,94437077434752E-08   38
300   0,032   1,94753073500568E-08   38
300   0,033   1,95068902645189E-08   38
300   0,034   1,95384528927418E-08   38
300   0,035   1,95699918474055E-08   38
300   0,036   1,96015039184652E-08   38
300   0,037   1,96329860582247E-08   38
300   0,038   1,96644353791708E-08   38
300   0,039   1,96958491623062E-08   38
300   0,04   1,9727224873518E-08   38
300   0,041   1,97585601854973E-08   38
300   0,042   1,9789853002845E-08   38
300   0,043   1,98211014882401E-08   38
300   0,044   1,98523040878433E-08   38
300   0,045   1,98834595544547E-08   38
300   0,046   1,99145669672907E-08   38
300   0,047   1,9945625747581E-08   38
300   0,048   1,99766356694894E-08   38
300   0,049   2,00075968661267E-08   38
400   0,001   1,441774076574E-08   38
400   0,002   1,41962544074655E-08   38
400   0,003   1,40160837839445E-08   38
400   0,004   1,39269237824672E-08   38
400   0,005   1,3902593970869E-08   38
400   0,006   1,39084604305357E-08   38
400   0,007   1,39254459594087E-08   38
400   0,008   1,39462229293609E-08   38
400   0,009   1,39684221981207E-08   38
400   0,01   1,39912937594625E-08   38
400   0,011   1,40145731293536E-08   38
400   0,012   1,40381485060186E-08   38
400   0,013   1,40619625656623E-08   38
400   0,014   1,40859800779638E-08   38
400   0,015   1,41101755567369E-08   38
400   0,016   1,41345280455921E-08   38
400   0,017   1,4159018860793E-08   38
400   0,018   1,41836306676962E-08   38
400   0,019   1,42083471623566E-08   38
400   0,02   1,42331530081095E-08   38
400   0,021   1,42580338575372E-08   38
400   0,022   1,42829763813498E-08   38
400   0,023   1,43079682724723E-08   38
400   0,024   1,4332998217489E-08   38
400   0,025   1,43580558393036E-08   38
400   0,026   1,43831316199546E-08   38
400   0,027   1,44082168138652E-08   38
400   0,028   1,4433303361063E-08   38
400   0,029   1,44583838080161E-08   38
400   0,03   1,44834512413861E-08   38
400   0,031   1,45084992375808E-08   38
400   0,032   1,45335218288315E-08   38
400   0,033   1,45585134847656E-08   38
400   0,034   1,45834691071785E-08   38
400   0,035   1,460838403495E-08   38
400   0,036   1,46332540557292E-08   38
400   0,037   1,46580754210625E-08   38
400   0,038   1,46828448619651E-08   38
400   0,039   1,47075596024284E-08   38
400   0,04   1,47322173689401E-08   38
400   0,041   1,47568163946949E-08   38
400   0,042   1,47813554177303E-08   38
400   0,043   1,48058336727151E-08   38
400   0,044   1,48302508765104E-08   38
400   0,045   1,48546072079349E-08   38
400   0,046   1,48789032823681E-08   38
400   0,047   1,49031401219649E-08   38
400   0,048   1,49273191223169E-08   38
400   0,049   1,49514420164113E-08   38
500   0,001   1,14725755575971E-08   38
500   0,002   1,12701862227758E-08   38
500   0,003   1,11291807168121E-08   38
500   0,004   1,10747947278271E-08   38
500   0,005   1,10680944896194E-08   38
500   0,006   1,10788186836713E-08   38
500   0,007   1,10948212385116E-08   38
500   0,008   1,11124680108838E-08   38
500   0,009   1,11307680144182E-08   38
500   0,01   1,11494354195042E-08   38
500   0,011   1,11683731819285E-08   38
500   0,012   1,11875390813125E-08   38
500   0,013   1,12069083248066E-08   38
500   0,014   1,12264619062586E-08   38
500   0,015   1,12461826908496E-08   38
500   0,016   1,12660541524118E-08   38
500   0,017   1,12860601025812E-08   38
500   0,018   1,13061847778326E-08   38
500   0,019   1,13264130188991E-08   38
500   0,02   1,1346730431401E-08   38
500   0,021   1,13671234877276E-08   38
500   0,022   1,1387579564449E-08   38
500   0,023   1,14080869256193E-08   38
500   0,024   1,14286346687571E-08   38
500   0,025   1,14492126512465E-08   38
500   0,026   1,1469811412764E-08   38
500   0,027   1,14904221055784E-08   38
500   0,028   1,1511036440279E-08   38
500   0,029   1,15316466503758E-08   38
500   0,03   1,15522454757592E-08   38
500   0,031   1,15728261624694E-08   38
500   0,032   1,1593382474642E-08   38
500   0,033   1,16139087138144E-08   38
500   0,034   1,16343997408049E-08   38
500   0,035   1,16548509959346E-08   38
500   0,036   1,16752585142232E-08   38
500   0,037   1,16956189331884E-08   38
500   0,038   1,17159294918641E-08   38
500   0,039   1,17361880205381E-08   38
500   0,04   1,17563929214307E-08   38
500   0,041   1,17765431410805E-08   38
500   0,042   1,17966381355713E-08   38
500   0,043   1,18166778299446E-08   38
500   0,044   1,18366625732316E-08   38
500   0,045   1,1856593090525E-08   38
500   0,046   1,18764704334337E-08   38
500   0,047   1,18962959301425E-08   38
500   0,048   1,19160711361506E-08   38
500   0,049   1,19357977866072E-08   38
600   0,001   9,52237279505208E-09   38
600   0,002   9,33948363621821E-09   38
600   0,003   9,23091815856653E-09   38
600   0,004   9,19931880813554E-09   38
600   0,005   9,20109366243987E-09   38
600   0,006   9,21265654855474E-09   38
600   0,007   9,22676626377679E-09   38
600   0,008   9,24165008200241E-09   38
600   0,009   9,25688872679908E-09   38
600   0,01   9,27237709182057E-09   38
600   0,011   9,28808428948685E-09   38
600   0,012   9,30399637363125E-09   38
600   0,013   9,32010199718539E-09   38
600   0,014   9,33638893308963E-09   38
600   0,015   9,35284359512164E-09   38
600   0,016   9,36945140980399E-09   38
600   0,017   9,3861973652224E-09   38
600   0,018   9,40306650436239E-09   38
600   0,019   9,42004428833571E-09   38
600   0,02   9,43711682006327E-09   38
600   0,021   9,45427094788737E-09   38
600   0,022   9,4714942804009E-09   38
600   0,023   9,48877514612044E-09   38
600   0,024   9,50610252830661E-09   38
600   0,025   9,52346599870562E-09   38
600   0,026   9,54085566614656E-09   38
600   0,027   9,55826214822508E-09   38
600   0,028   9,57567656774709E-09   38
600   0,029   9,59309057074907E-09   38
600   0,03   9,6104963599205E-09   38
600   0,031   9,62788673596803E-09   38
600   0,032   9,64525513956008E-09   38
600   0,033   9,66259568752724E-09   38
600   0,034   9,67990319857692E-09   38
600   0,035   9,69717320553281E-09   38
600   0,036   9,71440195278712E-09   38
600   0,037   9,73158637907571E-09   38
600   0,038   9,74872408678307E-09   38
600   0,039   9,76581329973308E-09   38
600   0,04   9,78285281185321E-09   38
600   0,041   9,79984192926914E-09   38
600   0,042   9,81678040834891E-09   38
600   0,043   9,83366839203655E-09   38
600   0,044   9,85050634654144E-09   38
600   0,045   9,86729500012909E-09   38
600   0,046   9,88403528541637E-09   38
600   0,047   9,90072828623917E-09   38
600   0,048   9,91737518984353E-09   38
600   0,049   9,93397724486406E-09   38
700   0,001   8,13509773002278E-09   38
700   0,002   7,97181061794787E-09   38
